
> backend@1.0.0 dev
> ts-node --transpile-only src/index.ts

[2026-03-06T23:44:29.678Z] OPTIONS /api/entries/184?periodo=2026
[2026-03-06T23:44:29.678Z] OPTIONS /api/entries/185?periodo=2026
[2026-03-06T23:44:29.678Z] OPTIONS /api/entries/187?periodo=2026
[2026-03-06T23:44:29.678Z] OPTIONS /api/entries/188?periodo=2026
[2026-03-06T23:44:29.678Z] OPTIONS /api/entries/186?periodo=2026
[2026-03-06T23:44:29.678Z] OPTIONS /api/entries/189?periodo=2026
[2026-03-06T23:44:29.678Z] OPTIONS /api/entries/190?periodo=2026
[2026-03-06T23:44:29.678Z] OPTIONS /api/entries/194?periodo=2026
[2026-03-06T23:44:29.678Z] OPTIONS /api/entries/192?periodo=2026
[2026-03-06T23:44:29.678Z] OPTIONS /api/entries/195?periodo=2026
[2026-03-06T23:44:29.678Z] OPTIONS /api/entries/191?periodo=2026
[2026-03-06T23:44:29.678Z] OPTIONS /api/entries/193?periodo=2026
[2026-03-06T23:44:29.678Z] OPTIONS /api/entries/197?periodo=2026
[2026-03-06T23:44:29.678Z] OPTIONS /api/entries/196?periodo=2026
[2026-03-06T23:44:29.679Z] GET /api/entries/308?periodo=2026
[2026-03-06T23:44:29.679Z] OPTIONS /api/entries/198?periodo=2026
[2026-03-06T23:44:29.679Z] OPTIONS /api/entries/201?periodo=2026
[2026-03-06T23:44:29.679Z] GET /api/entries/311?periodo=2026
[2026-03-06T23:44:29.679Z] OPTIONS /api/entries/200?periodo=2026
[2026-03-06T23:44:29.679Z] GET /api/entries/309?periodo=2026
[2026-03-06T23:44:29.680Z] GET /api/entries/314?periodo=2026
[2026-03-06T23:44:29.680Z] GET /api/entries/313?periodo=2026
[2026-03-06T23:44:29.680Z] GET /api/entries/312?periodo=2026
[2026-03-06T23:44:29.681Z] GET /api/entries/315?periodo=2026
[2026-03-06T23:44:29.682Z] GET /api/entries/317?periodo=2026
[2026-03-06T23:44:29.682Z] OPTIONS /api/entries/199?periodo=2026
[2026-03-06T23:44:29.682Z] OPTIONS /api/entries/203?periodo=2026
[2026-03-06T23:44:29.682Z] OPTIONS /api/entries/202?periodo=2026
[2026-03-06T23:44:29.682Z] OPTIONS /api/entries/204?periodo=2026
[2026-03-06T23:44:29.682Z] GET /api/entries/316?periodo=2026
[2026-03-06T23:44:29.683Z] OPTIONS /api/entries/205?periodo=2026
[2026-03-06T23:44:29.683Z] GET /api/entries/322?periodo=2026
[2026-03-06T23:44:29.683Z] OPTIONS /api/entries/207?periodo=2026
[2026-03-06T23:44:29.683Z] OPTIONS /api/entries/206?periodo=2026
[2026-03-06T23:44:29.684Z] OPTIONS /api/entries/208?periodo=2026
[2026-03-06T23:44:29.684Z] OPTIONS /api/entries/209?periodo=2026
[2026-03-06T23:44:29.684Z] GET /api/entries/318?periodo=2026
[2026-03-06T23:44:29.684Z] GET /api/entries/324?periodo=2026
[2026-03-06T23:44:29.685Z] GET /api/entries/325?periodo=2026
[2026-03-06T23:44:29.685Z] OPTIONS /api/entries/210?periodo=2026
[2026-03-06T23:44:29.685Z] GET /api/entries/327?periodo=2026
[2026-03-06T23:44:29.686Z] OPTIONS /api/entries/211?periodo=2026
[2026-03-06T23:44:29.686Z] OPTIONS /api/entries/214?periodo=2026
[2026-03-06T23:44:29.686Z] OPTIONS /api/entries/212?periodo=2026
[2026-03-06T23:44:29.686Z] GET /api/entries/326?periodo=2026
[2026-03-06T23:44:29.686Z] GET /api/entries/328?periodo=2026
[2026-03-06T23:44:29.687Z] OPTIONS /api/entries/213?periodo=2026
[2026-03-06T23:44:29.687Z] OPTIONS /api/entries/215?periodo=2026
[2026-03-06T23:44:29.687Z] OPTIONS /api/entries/216?periodo=2026
[2026-03-06T23:44:29.687Z] OPTIONS /api/entries/218?periodo=2026
[2026-03-06T23:44:29.687Z] GET /api/entries/329?periodo=2026
[2026-03-06T23:44:29.688Z] GET /api/entries/330?periodo=2026
[2026-03-06T23:44:29.688Z] GET /api/entries/333?periodo=2026
[2026-03-06T23:44:29.688Z] OPTIONS /api/entries/217?periodo=2026
[2026-03-06T23:44:29.688Z] OPTIONS /api/entries/219?periodo=2026
[2026-03-06T23:44:29.688Z] OPTIONS /api/entries/220?periodo=2026
[2026-03-06T23:44:29.688Z] OPTIONS /api/entries/222?periodo=2026
[2026-03-06T23:44:29.689Z] GET /api/entries/334?periodo=2026
[2026-03-06T23:44:29.689Z] GET /api/entries/331?periodo=2026
[2026-03-06T23:44:29.689Z] GET /api/entries/332?periodo=2026
[2026-03-06T23:44:29.690Z] OPTIONS /api/entries/221?periodo=2026
[2026-03-06T23:44:29.690Z] OPTIONS /api/entries/223?periodo=2026
[2026-03-06T23:44:29.690Z] OPTIONS /api/entries/224?periodo=2026
[2026-03-06T23:44:29.690Z] GET /api/entries/335?periodo=2026
[2026-03-06T23:44:29.690Z] GET /api/entries/337?periodo=2026
[2026-03-06T23:44:29.691Z] OPTIONS /api/entries/225?periodo=2026
[2026-03-06T23:44:29.691Z] OPTIONS /api/entries/226?periodo=2026
[2026-03-06T23:44:29.691Z] OPTIONS /api/entries/228?periodo=2026
[2026-03-06T23:44:29.691Z] GET /api/entries/336?periodo=2026
[2026-03-06T23:44:29.691Z] GET /api/entries/341?periodo=2026
[2026-03-06T23:44:29.692Z] GET /api/entries/342?periodo=2026
[2026-03-06T23:44:29.692Z] OPTIONS /api/entries/229?periodo=2026
[2026-03-06T23:44:29.692Z] GET /api/entries/343?periodo=2026
[2026-03-06T23:44:29.693Z] OPTIONS /api/entries/230?periodo=2026
[2026-03-06T23:44:29.693Z] OPTIONS /api/entries/233?periodo=2026
[2026-03-06T23:44:29.693Z] OPTIONS /api/entries/234?periodo=2026
[2026-03-06T23:44:29.693Z] OPTIONS /api/entries/235?periodo=2026
[2026-03-06T23:44:29.693Z] GET /api/entries/344?periodo=2026
[2026-03-06T23:44:29.694Z] GET /api/entries/347?periodo=2026
[2026-03-06T23:44:29.694Z] OPTIONS /api/entries/238?periodo=2026
[2026-03-06T23:44:29.694Z] OPTIONS /api/entries/236?periodo=2026
[2026-03-06T23:44:29.694Z] OPTIONS /api/entries/237?periodo=2026
[2026-03-06T23:44:29.694Z] GET /api/entries/349?periodo=2026
[2026-03-06T23:44:29.695Z] OPTIONS /api/entries/239?periodo=2026
[2026-03-06T23:44:29.695Z] GET /api/entries/350?periodo=2026
[2026-03-06T23:44:29.695Z] GET /api/entries/348?periodo=2026
[2026-03-06T23:44:29.695Z] OPTIONS /api/entries/240?periodo=2026
[2026-03-06T23:44:29.695Z] OPTIONS /api/entries/242?periodo=2026
[2026-03-06T23:44:29.695Z] OPTIONS /api/entries/243?periodo=2026
[2026-03-06T23:44:29.696Z] OPTIONS /api/entries/244?periodo=2026
[2026-03-06T23:44:29.696Z] GET /api/entries/352?periodo=2026
[2026-03-06T23:44:29.696Z] GET /api/entries/351?periodo=2026
[2026-03-06T23:44:29.696Z] GET /api/entries/353?periodo=2026
[2026-03-06T23:44:29.697Z] OPTIONS /api/entries/245?periodo=2026
[2026-03-06T23:44:29.697Z] OPTIONS /api/entries/246?periodo=2026
[2026-03-06T23:44:29.697Z] OPTIONS /api/entries/247?periodo=2026
[2026-03-06T23:44:29.697Z] GET /api/entries/354?periodo=2026
[2026-03-06T23:44:29.697Z] OPTIONS /api/entries/248?periodo=2026
[2026-03-06T23:44:29.697Z] GET /api/entries/355?periodo=2026
[2026-03-06T23:44:29.698Z] GET /api/entries/356?periodo=2026
[2026-03-06T23:44:29.698Z] GET /api/entries/357?periodo=2026
[2026-03-06T23:44:29.699Z] OPTIONS /api/entries/249?periodo=2026
[2026-03-06T23:44:29.699Z] OPTIONS /api/entries/252?periodo=2026
[2026-03-06T23:44:29.699Z] OPTIONS /api/entries/250?periodo=2026
[2026-03-06T23:44:29.699Z] GET /api/entries/358?periodo=2026
[2026-03-06T23:44:29.699Z] GET /api/entries/359?periodo=2026
[2026-03-06T23:44:29.699Z] GET /api/entries/360?periodo=2026
[2026-03-06T23:44:29.700Z] OPTIONS /api/entries/251?periodo=2026
[2026-03-06T23:44:29.700Z] GET /api/entries/363?periodo=2026
[2026-03-06T23:44:29.700Z] GET /api/entries/362?periodo=2026
[2026-03-06T23:44:29.701Z] OPTIONS /api/entries/253?periodo=2026
[2026-03-06T23:44:29.701Z] OPTIONS /api/entries/254?periodo=2026
[2026-03-06T23:44:29.701Z] OPTIONS /api/entries/255?periodo=2026
[2026-03-06T23:44:29.701Z] GET /api/entries/364?periodo=2026
[2026-03-06T23:44:29.702Z] GET /api/entries/361?periodo=2026
[2026-03-06T23:44:29.703Z] OPTIONS /api/entries/258?periodo=2026
[2026-03-06T23:44:29.703Z] OPTIONS /api/entries/259?periodo=2026
[2026-03-06T23:44:29.703Z] OPTIONS /api/entries/260?periodo=2026
[2026-03-06T23:44:29.703Z] GET /api/entries/365?periodo=2026
[2026-03-06T23:44:29.703Z] GET /api/entries/366?periodo=2026
[2026-03-06T23:44:29.704Z] GET /api/entries/368?periodo=2026
[2026-03-06T23:44:29.704Z] GET /api/entries/367?periodo=2026
[2026-03-06T23:44:29.704Z] OPTIONS /api/entries/261?periodo=2026
[2026-03-06T23:44:29.704Z] OPTIONS /api/entries/257?periodo=2026
[2026-03-06T23:44:29.704Z] OPTIONS /api/entries/262?periodo=2026
[2026-03-06T23:44:29.704Z] GET /api/entries/369?periodo=2026
[2026-03-06T23:44:29.705Z] GET /api/entries/370?periodo=2026
[2026-03-06T23:44:29.705Z] OPTIONS /api/entries/263?periodo=2026
[2026-03-06T23:44:29.706Z] OPTIONS /api/entries/267?periodo=2026
[2026-03-06T23:44:29.706Z] OPTIONS /api/entries/266?periodo=2026
[2026-03-06T23:44:29.706Z] OPTIONS /api/entries/268?periodo=2026
[2026-03-06T23:44:29.706Z] GET /api/entries/373?periodo=2026
[2026-03-06T23:44:29.706Z] GET /api/entries/371?periodo=2026
[2026-03-06T23:44:29.706Z] GET /api/entries/372?periodo=2026
[2026-03-06T23:44:29.707Z] OPTIONS /api/entries/264?periodo=2026
[2026-03-06T23:44:29.707Z] OPTIONS /api/entries/265?periodo=2026
[2026-03-06T23:44:29.707Z] OPTIONS /api/entries/269?periodo=2026
[2026-03-06T23:44:29.707Z] GET /api/entries/376?periodo=2026
[2026-03-06T23:44:29.707Z] GET /api/entries/374?periodo=2026
[2026-03-06T23:44:29.708Z] OPTIONS /api/entries/270?periodo=2026
[2026-03-06T23:44:29.708Z] OPTIONS /api/entries/271?periodo=2026
[2026-03-06T23:44:29.708Z] OPTIONS /api/entries/272?periodo=2026
[2026-03-06T23:44:29.708Z] OPTIONS /api/entries/273?periodo=2026
[2026-03-06T23:44:29.708Z] GET /api/entries/375?periodo=2026
[2026-03-06T23:44:29.708Z] OPTIONS /api/entries/274?periodo=2026
[2026-03-06T23:44:29.708Z] OPTIONS /api/entries/275?periodo=2026
[2026-03-06T23:44:29.709Z] GET /api/entries/377?periodo=2026
[2026-03-06T23:44:29.709Z] GET /api/entries/378?periodo=2026
[2026-03-06T23:44:29.709Z] OPTIONS /api/entries/276?periodo=2026
[2026-03-06T23:44:29.709Z] OPTIONS /api/entries/277?periodo=2026
[2026-03-06T23:44:29.710Z] GET /api/entries/379?periodo=2026
[2026-03-06T23:44:29.711Z] GET /api/entries/380?periodo=2026
[2026-03-06T23:44:29.712Z] OPTIONS /api/entries/278?periodo=2026
[2026-03-06T23:44:29.713Z] OPTIONS /api/entries/281?periodo=2026
[2026-03-06T23:44:29.713Z] OPTIONS /api/entries/280?periodo=2026
[2026-03-06T23:44:29.713Z] OPTIONS /api/entries/282?periodo=2026
[2026-03-06T23:44:29.713Z] OPTIONS /api/entries/279?periodo=2026
[2026-03-06T23:44:29.713Z] OPTIONS /api/entries/283?periodo=2026
[2026-03-06T23:44:29.713Z] OPTIONS /api/entries/284?periodo=2026
[2026-03-06T23:44:29.713Z] OPTIONS /api/entries/286?periodo=2026
[2026-03-06T23:44:29.713Z] OPTIONS /api/entries/285?periodo=2026
[2026-03-06T23:44:29.713Z] GET /api/entries/381?periodo=2026
[2026-03-06T23:44:29.714Z] OPTIONS /api/entries/290?periodo=2026
[2026-03-06T23:44:29.714Z] OPTIONS /api/entries/289?periodo=2026
[2026-03-06T23:44:29.714Z] GET /api/entries/384?periodo=2026
[2026-03-06T23:44:29.716Z] OPTIONS /api/entries/288?periodo=2026
[2026-03-06T23:44:29.716Z] OPTIONS /api/entries/291?periodo=2026
[2026-03-06T23:44:29.716Z] OPTIONS /api/entries/292?periodo=2026
[2026-03-06T23:44:29.716Z] GET /api/entries/382?periodo=2026
[2026-03-06T23:44:29.717Z] OPTIONS /api/entries/294?periodo=2026
[2026-03-06T23:44:29.717Z] GET /api/entries/383?periodo=2026
[2026-03-06T23:44:29.717Z] OPTIONS /api/entries/293?periodo=2026
[2026-03-06T23:44:29.717Z] GET /api/entries/385?periodo=2026
[2026-03-06T23:44:29.718Z] GET /api/entries/386?periodo=2026
[2026-03-06T23:44:29.718Z] GET /api/entries/387?periodo=2026
[2026-03-06T23:44:29.719Z] GET /api/entries/389?periodo=2026
[2026-03-06T23:44:29.719Z] OPTIONS /api/entries/298?periodo=2026
[2026-03-06T23:44:29.719Z] OPTIONS /api/entries/299?periodo=2026
[2026-03-06T23:44:29.719Z] OPTIONS /api/entries/295?periodo=2026
[2026-03-06T23:44:29.719Z] OPTIONS /api/entries/296?periodo=2026
[2026-03-06T23:44:29.719Z] GET /api/entries/388?periodo=2026
[2026-03-06T23:44:29.720Z] OPTIONS /api/entries/297?periodo=2026
[2026-03-06T23:44:29.720Z] OPTIONS /api/entries/300?periodo=2026
[2026-03-06T23:44:29.720Z] OPTIONS /api/entries/301?periodo=2026
[2026-03-06T23:44:29.720Z] OPTIONS /api/entries/302?periodo=2026
[2026-03-06T23:44:29.720Z] OPTIONS /api/entries/303?periodo=2026
[2026-03-06T23:44:29.720Z] OPTIONS /api/entries/305?periodo=2026
[2026-03-06T23:44:29.720Z] OPTIONS /api/entries/304?periodo=2026
[2026-03-06T23:44:29.720Z] GET /api/entries/390?periodo=2026
[2026-03-06T23:44:29.721Z] GET /api/entries/391?periodo=2026
[2026-03-06T23:44:29.721Z] GET /api/entries/392?periodo=2026
[2026-03-06T23:44:29.721Z] OPTIONS /api/entries/306?periodo=2026
[2026-03-06T23:44:29.721Z] GET /api/entries/393?periodo=2026
[2026-03-06T23:44:29.722Z] OPTIONS /api/entries/307?periodo=2026
[2026-03-06T23:44:29.722Z] GET /api/entries/394?periodo=2026
[2026-03-06T23:44:29.722Z] GET /api/entries/395?periodo=2026
[2026-03-06T23:44:29.723Z] GET /api/entries/396?periodo=2026
[2026-03-06T23:44:29.723Z] GET /api/entries/397?periodo=2026
[2026-03-06T23:44:29.723Z] GET /api/entries/398?periodo=2026
[2026-03-06T23:44:29.724Z] GET /api/entries/399?periodo=2026
[2026-03-06T23:44:29.724Z] GET /api/entries/400?periodo=2026
[2026-03-06T23:44:29.724Z] GET /api/entries/401?periodo=2026
[2026-03-06T23:44:29.725Z] GET /api/entries/402?periodo=2026
[2026-03-06T23:44:29.725Z] GET /api/entries/403?periodo=2026
[2026-03-06T23:44:29.726Z] GET /api/entries/404?periodo=2026
[2026-03-06T23:44:29.726Z] GET /api/entries/405?periodo=2026
[2026-03-06T23:44:29.726Z] GET /api/entries/406?periodo=2026
[2026-03-06T23:44:29.727Z] GET /api/entries/407?periodo=2026
[2026-03-06T23:44:29.727Z] GET /api/entries/409?periodo=2026
[2026-03-06T23:44:29.728Z] GET /api/entries/408?periodo=2026
[2026-03-06T23:44:29.728Z] GET /api/entries/410?periodo=2026
[2026-03-06T23:44:29.728Z] GET /api/entries/411?periodo=2026
[2026-03-06T23:44:29.729Z] GET /api/entries/412?periodo=2026
[2026-03-06T23:44:29.729Z] GET /api/entries/413?periodo=2026
[2026-03-06T23:44:29.730Z] GET /api/entries/414?periodo=2026
[2026-03-06T23:44:29.730Z] GET /api/entries/2?periodo=2026
[2026-03-06T23:44:29.730Z] GET /api/entries/3?periodo=2026
[2026-03-06T23:44:29.731Z] GET /api/entries/4?periodo=2026
[2026-03-06T23:44:29.732Z] GET /api/entries/5?periodo=2026
[2026-03-06T23:44:29.732Z] GET /api/entries/6?periodo=2026
[2026-03-06T23:44:29.733Z] GET /api/entries/7?periodo=2026
[2026-03-06T23:44:29.733Z] GET /api/entries/8?periodo=2026
[2026-03-06T23:44:29.735Z] GET /api/entries/11?periodo=2026
[2026-03-06T23:44:29.736Z] GET /api/entries/9?periodo=2026
[2026-03-06T23:44:29.736Z] GET /api/entries/10?periodo=2026
[2026-03-06T23:44:29.737Z] GET /api/entries/12?periodo=2026
[2026-03-06T23:44:29.737Z] GET /api/entries/13?periodo=2026
[2026-03-06T23:44:29.737Z] GET /api/entries/14?periodo=2026
[2026-03-06T23:44:29.739Z] GET /api/entries/15?periodo=2026
[2026-03-06T23:44:29.739Z] GET /api/entries/16?periodo=2026
[2026-03-06T23:44:29.739Z] GET /api/entries/21?periodo=2026
[2026-03-06T23:44:29.740Z] GET /api/entries/18?periodo=2026
[2026-03-06T23:44:29.740Z] GET /api/entries/19?periodo=2026
[2026-03-06T23:44:29.740Z] GET /api/entries/17?periodo=2026
[2026-03-06T23:44:29.741Z] GET /api/entries/24?periodo=2026
[2026-03-06T23:44:29.742Z] GET /api/entries/22?periodo=2026
[2026-03-06T23:44:29.742Z] GET /api/entries/23?periodo=2026
[2026-03-06T23:44:29.743Z] GET /api/entries/29?periodo=2026
[2026-03-06T23:44:29.743Z] GET /api/entries/25?periodo=2026
[2026-03-06T23:44:29.743Z] GET /api/entries/26?periodo=2026
[2026-03-06T23:44:29.744Z] GET /api/entries/28?periodo=2026
[2026-03-06T23:44:29.745Z] GET /api/entries/30?periodo=2026
[2026-03-06T23:44:29.745Z] GET /api/entries/31?periodo=2026
[2026-03-06T23:44:29.746Z] GET /api/entries/36?periodo=2026
[2026-03-06T23:44:29.746Z] GET /api/entries/32?periodo=2026
[2026-03-06T23:44:29.746Z] GET /api/entries/33?periodo=2026
[2026-03-06T23:44:29.747Z] GET /api/entries/34?periodo=2026
[2026-03-06T23:44:29.747Z] GET /api/entries/35?periodo=2026
[2026-03-06T23:44:29.748Z] GET /api/entries/39?periodo=2026
[2026-03-06T23:44:29.748Z] GET /api/entries/40?periodo=2026
[2026-03-06T23:44:29.748Z] GET /api/entries/41?periodo=2026
[2026-03-06T23:44:29.749Z] GET /api/entries/42?periodo=2026
[2026-03-06T23:44:29.751Z] GET /api/entries/45?periodo=2026
[2026-03-06T23:44:29.751Z] GET /api/entries/37?periodo=2026
[2026-03-06T23:44:29.752Z] GET /api/entries/46?periodo=2026
[2026-03-06T23:44:29.752Z] GET /api/entries/43?periodo=2026
[2026-03-06T23:44:29.752Z] GET /api/entries/47?periodo=2026
[2026-03-06T23:44:29.752Z] GET /api/entries/48?periodo=2026
[2026-03-06T23:44:29.754Z] GET /api/entries/49?periodo=2026
[2026-03-06T23:44:29.754Z] GET /api/entries/50?periodo=2026
[2026-03-06T23:44:29.754Z] GET /api/entries/51?periodo=2026
[2026-03-06T23:44:29.755Z] GET /api/entries/52?periodo=2026
[2026-03-06T23:44:29.755Z] GET /api/entries/56?periodo=2026
[2026-03-06T23:44:29.755Z] GET /api/entries/57?periodo=2026
[2026-03-06T23:44:29.756Z] GET /api/entries/53?periodo=2026
[2026-03-06T23:44:29.757Z] GET /api/entries/54?periodo=2026
[2026-03-06T23:44:29.757Z] GET /api/entries/60?periodo=2026
[2026-03-06T23:44:29.758Z] GET /api/entries/61?periodo=2026
[2026-03-06T23:44:29.758Z] GET /api/entries/62?periodo=2026
[2026-03-06T23:44:29.758Z] GET /api/entries/58?periodo=2026
[2026-03-06T23:44:29.759Z] GET /api/entries/59?periodo=2026
[2026-03-06T23:44:29.759Z] GET /api/entries/65?periodo=2026
[2026-03-06T23:44:29.759Z] GET /api/entries/66?periodo=2026
[2026-03-06T23:44:29.761Z] GET /api/entries/67?periodo=2026
[2026-03-06T23:44:29.761Z] GET /api/entries/71?periodo=2026
[2026-03-06T23:44:29.761Z] GET /api/entries/63?periodo=2026
[2026-03-06T23:44:29.762Z] GET /api/entries/69?periodo=2026
[2026-03-06T23:44:29.762Z] GET /api/entries/70?periodo=2026
[2026-03-06T23:44:29.762Z] GET /api/entries/72?periodo=2026
[2026-03-06T23:44:29.763Z] GET /api/entries/73?periodo=2026
[2026-03-06T23:44:29.763Z] GET /api/entries/74?periodo=2026
[2026-03-06T23:44:29.764Z] GET /api/entries/75?periodo=2026
[2026-03-06T23:44:29.764Z] GET /api/entries/76?periodo=2026
[2026-03-06T23:44:29.764Z] GET /api/entries/77?periodo=2026
[2026-03-06T23:44:29.765Z] GET /api/entries/78?periodo=2026
[2026-03-06T23:44:29.766Z] GET /api/entries/83?periodo=2026
[2026-03-06T23:44:29.766Z] GET /api/entries/79?periodo=2026
[2026-03-06T23:44:29.766Z] GET /api/entries/81?periodo=2026
[2026-03-06T23:44:29.767Z] GET /api/entries/82?periodo=2026
[2026-03-06T23:44:29.768Z] GET /api/entries/86?periodo=2026
[2026-03-06T23:44:29.768Z] GET /api/entries/87?periodo=2026
[2026-03-06T23:44:29.769Z] GET /api/entries/89?periodo=2026
[2026-03-06T23:44:29.770Z] GET /api/entries/84?periodo=2026
[2026-03-06T23:44:29.770Z] GET /api/entries/85?periodo=2026
[2026-03-06T23:44:29.770Z] GET /api/entries/92?periodo=2026
[2026-03-06T23:44:29.771Z] GET /api/entries/93?periodo=2026
[2026-03-06T23:44:29.771Z] GET /api/entries/95?periodo=2026
[2026-03-06T23:44:29.772Z] GET /api/entries/96?periodo=2026
[2026-03-06T23:44:29.772Z] GET /api/entries/97?periodo=2026
[2026-03-06T23:44:29.772Z] GET /api/entries/91?periodo=2026
[2026-03-06T23:44:29.773Z] GET /api/entries/98?periodo=2026
[2026-03-06T23:44:29.773Z] GET /api/entries/99?periodo=2026
[2026-03-06T23:44:29.774Z] GET /api/entries/100?periodo=2026
[2026-03-06T23:44:29.774Z] GET /api/entries/101?periodo=2026
[2026-03-06T23:44:29.774Z] GET /api/entries/104?periodo=2026
[2026-03-06T23:44:29.775Z] GET /api/entries/102?periodo=2026
[2026-03-06T23:44:29.775Z] GET /api/entries/107?periodo=2026
[2026-03-06T23:44:29.775Z] GET /api/entries/108?periodo=2026
[2026-03-06T23:44:29.776Z] GET /api/entries/103?periodo=2026
[2026-03-06T23:44:29.777Z] GET /api/entries/110?periodo=2026
[2026-03-06T23:44:29.778Z] GET /api/entries/111?periodo=2026
[2026-03-06T23:44:29.778Z] GET /api/entries/112?periodo=2026
[2026-03-06T23:44:29.779Z] GET /api/entries/113?periodo=2026
[2026-03-06T23:44:29.779Z] GET /api/entries/114?periodo=2026
[2026-03-06T23:44:29.779Z] GET /api/entries/115?periodo=2026
[2026-03-06T23:44:29.780Z] GET /api/entries/116?periodo=2026
[2026-03-06T23:44:29.780Z] GET /api/entries/117?periodo=2026
[2026-03-06T23:44:29.780Z] GET /api/entries/118?periodo=2026
[2026-03-06T23:44:29.781Z] GET /api/entries/119?periodo=2026
[2026-03-06T23:44:29.782Z] GET /api/entries/120?periodo=2026
[2026-03-06T23:44:29.784Z] GET /api/entries/121?periodo=2026
[2026-03-06T23:44:29.785Z] GET /api/entries/122?periodo=2026
[2026-03-06T23:44:29.788Z] GET /api/entries/123?periodo=2026
[2026-03-06T23:44:29.793Z] GET /api/entries/124?periodo=2026
[2026-03-06T23:44:29.794Z] GET /api/entries/125?periodo=2026
[2026-03-06T23:44:29.794Z] GET /api/entries/126?periodo=2026
[2026-03-06T23:44:29.795Z] GET /api/entries/127?periodo=2026
[2026-03-06T23:44:29.795Z] GET /api/entries/128?periodo=2026
[2026-03-06T23:44:29.795Z] GET /api/entries/129?periodo=2026
[2026-03-06T23:44:29.796Z] GET /api/entries/130?periodo=2026
[2026-03-06T23:44:29.797Z] GET /api/entries/131?periodo=2026
[2026-03-06T23:44:29.798Z] GET /api/entries/135?periodo=2026
[2026-03-06T23:44:29.798Z] GET /api/entries/132?periodo=2026
[2026-03-06T23:44:29.798Z] GET /api/entries/133?periodo=2026
[2026-03-06T23:44:29.799Z] GET /api/entries/134?periodo=2026
[2026-03-06T23:44:29.799Z] GET /api/entries/136?periodo=2026
[2026-03-06T23:44:29.799Z] GET /api/entries/137?periodo=2026
[2026-03-06T23:44:29.800Z] GET /api/entries/138?periodo=2026
[2026-03-06T23:44:29.801Z] GET /api/entries/139?periodo=2026
[2026-03-06T23:44:29.801Z] GET /api/entries/140?periodo=2026
[2026-03-06T23:44:29.802Z] GET /api/entries/142?periodo=2026
[2026-03-06T23:44:29.803Z] GET /api/entries/141?periodo=2026
[2026-03-06T23:44:29.803Z] GET /api/entries/144?periodo=2026
[2026-03-06T23:44:29.803Z] GET /api/entries/145?periodo=2026
[2026-03-06T23:44:29.804Z] GET /api/entries/143?periodo=2026
[2026-03-06T23:44:29.804Z] GET /api/entries/147?periodo=2026
[2026-03-06T23:44:29.805Z] GET /api/entries/146?periodo=2026
[2026-03-06T23:44:29.805Z] GET /api/entries/149?periodo=2026
[2026-03-06T23:44:29.806Z] GET /api/entries/148?periodo=2026
[2026-03-06T23:44:29.806Z] GET /api/entries/150?periodo=2026
[2026-03-06T23:44:29.806Z] GET /api/entries/152?periodo=2026
[2026-03-06T23:44:29.807Z] GET /api/entries/151?periodo=2026
[2026-03-06T23:44:29.808Z] GET /api/entries/153?periodo=2026
[2026-03-06T23:44:29.808Z] GET /api/entries/154?periodo=2026
[2026-03-06T23:44:29.809Z] GET /api/entries/155?periodo=2026
[2026-03-06T23:44:29.809Z] GET /api/entries/156?periodo=2026
[2026-03-06T23:44:29.812Z] GET /api/entries/158?periodo=2026
[2026-03-06T23:44:29.813Z] GET /api/entries/159?periodo=2026
[2026-03-06T23:44:29.813Z] GET /api/entries/160?periodo=2026
[2026-03-06T23:44:29.813Z] GET /api/entries/161?periodo=2026
[2026-03-06T23:44:29.814Z] GET /api/entries/162?periodo=2026
[2026-03-06T23:44:29.814Z] GET /api/entries/164?periodo=2026
[2026-03-06T23:44:29.815Z] GET /api/entries/169?periodo=2026
[2026-03-06T23:44:29.815Z] GET /api/entries/166?periodo=2026
[2026-03-06T23:44:29.816Z] GET /api/entries/163?periodo=2026
[2026-03-06T23:44:29.816Z] GET /api/entries/171?periodo=2026
[2026-03-06T23:44:29.816Z] GET /api/entries/172?periodo=2026
[2026-03-06T23:44:29.817Z] GET /api/entries/167?periodo=2026
[2026-03-06T23:44:29.818Z] GET /api/entries/168?periodo=2026
[2026-03-06T23:44:29.819Z] GET /api/entries/173?periodo=2026
[2026-03-06T23:44:29.819Z] GET /api/entries/170?periodo=2026
[2026-03-06T23:44:29.820Z] GET /api/entries/176?periodo=2026
[2026-03-06T23:44:29.820Z] GET /api/entries/174?periodo=2026
[2026-03-06T23:44:29.820Z] GET /api/entries/175?periodo=2026
[2026-03-06T23:44:29.821Z] GET /api/entries/180?periodo=2026
[2026-03-06T23:44:29.822Z] GET /api/entries/178?periodo=2026
[2026-03-06T23:44:29.823Z] GET /api/entries/179?periodo=2026
[2026-03-06T23:44:29.823Z] GET /api/entries/177?periodo=2026
[2026-03-06T23:44:29.823Z] GET /api/entries/181?periodo=2026
[2026-03-06T23:44:29.824Z] GET /api/entries/182?periodo=2026
[2026-03-06T23:44:29.825Z] GET /api/entries/183?periodo=2026
[2026-03-06T23:44:29.826Z] GET /api/entries/184?periodo=2026
[2026-03-06T23:44:29.826Z] GET /api/entries/185?periodo=2026
[2026-03-06T23:44:29.826Z] GET /api/entries/187?periodo=2026
[2026-03-06T23:44:29.828Z] GET /api/entries/188?periodo=2026
